代號,名稱,FY,Page,Key,LEN,Text
2882,國泰金,107,122,2882_107,1107,"117


2.未來研究發展計畫
最近年度計劃/專案
目前進度
應再投入之研
發費用(仟元)
預計
完成時間
未來研發得以成功
之主要影響因素
企金eLoan+CRM專案
進行中
(未完成50%)
123,134
2019/12/31與需求單位之有效溝通
視訊服務暨人臉辨識專案
進行中
(未完成80%)
46,114
2019/10/1辨識率的分析與系統校
準
投資平台專案
進行中
(未完成50%)
45,100
2019/10/31與需求單位之有效溝通
流程自動化機器人(RPA)導
入專案
進行中
(未完成50%)
10,734
2019/7/31與需求單位之有效溝通
建置智慧櫃台及數位服務台規劃研擬中
41,900
2020
客戶行為的分析與系統
充分回饋
銀行核心前置處理系統
規劃研擬中
63,000
2020
系統的整合與最佳化
分行數位開戶平台-第二/三
階段
規劃研擬中
15,000
2020
客戶行為的分析與系統
充分回饋

國泰世紀產物保險股份有限公司
1.最近二年度及預計投入研究發展支出及其成果
(1)
最近二年度及預計投入研究發展支出如下：
單位:新台幣千元
年度
108年度（預計）
107年度
106年度
金額
3,966
2,889
3,321
成長率
37.3%
-13.0%
-16.8%
(2)
研究發展與成果
A.
數位面：
近年本公司積極推動數位行動化，在理賠服務方面，「車險行動理賠2.0」全面上線，
另外結合大數據技術導入「傷健險智能理賠」，估計降低理賠處理人員約35.0%作業
量。開發「EasyGo」健傷險行動工具App以加速健傷險案件處理效率，亦能簡化業
務人員作業內容；而針對商業險種，107年完成開發「全商業險種報價受理系統」，
全面上線後使用率接近100%。此外，旅遊不便險與長榮航空及中華航空合作推出班
機延誤自動理賠服務。
B.
損害防阻面：
本公司運用產險核心職能「損害防阻」技術，積極推廣事前預防的觀念，多年來提供
保戶多元化之損害防阻服務，包含「損害防阻研討會」、「零事故研究所」、「不意
外學園」及「不意外騎士」，其中自104年起啟動的不意外騎士專案，結合車險損防
專業技術，及業界與學術界資源，以創新課程方式教育學生機車安全騎乘知能，守
護青年機車騎士的交通安全，106年底開始推廣「VR版虛擬實境版危險感知測驗」，
並於107年初推出App版本，並於107年5月擴展至偏鄉離島學校，讓蘭嶼高中的學
生們瞭解，台灣本島與離島之間交通環境差異性及複雜性，服務截至107年活動累積
舉辦場次已達67場，觸及人數已累積達8,261人次。
"
2882,國泰金,108,136,2882_108,916,"131


(2)研究發展成果
單位：新臺幣仟元
重大專案名稱
投入成本
Cardpool升級AAmode專案
15,784
績效分析管理（PA）
20,557
IVR語音系統升級專案
16,136
流程自動化機器人（RPA）導入專案
9,715
新智能客服（ChatBot阿發）
23,443
企金eLoan+CRM系統建置專案
122,966
Net應用程式Framework
15,090
2.未來研究發展計畫
最近年度計劃/專案
目前進度
應再投入之研
發費用（仟元）
預計
完成時間
未來研發得以成功
之主要影響因素
PaymentHub
跨業合作並拓展服務
規劃研擬中
41,750
109/7/31系統承載量與業務模型
推廣
新貸款平台系統
規劃研擬中
30,000
109/10/31與需求單位之有效溝通
智能語音
規劃研擬中
45,000
109/11/30與需求單位之有效溝通
信用卡新紅利平台建置
需求訪談及開
發同步進行中
11,000
109Q3
與需求單位之有效溝通
Client雲端虛擬化專案
進行中
未完成80%)
54,670
109Q4
系統的整合與最佳化
全行業務單位資訊機房智慧
監控機制導入
進行中
(未完成80%)
81,000
109Q4
系統的整合與最佳化
集團集中式資訊安全監控中
心(SOC)專案
研擬規劃中
27,000
110
系統的整合與最佳化
新基金平台
進行中
(未完成40%)
26,760
110
與需求單位之有效溝通
智能報價系統
規劃研擬中
11,588
110
與需求單位之有效溝通
智能工作台
進行中
(未完成90%)
17,355
110
與需求單位之有效溝通
新加坡、台灣、香港三地新
一代私人銀行系統建置
規劃研擬中
398,989
111
與需求單位之有效溝通
國泰世紀產物保險股份有限公司
1.最近二年度及預計投入研究發展支出及其成果
(1)最近二年度及預計投入研究發展支出如下：
單位:新台幣千元
年度
109年度(預計)
108年度
107年度
金額
2,416
3,243
2,889
成長率(%)
-25.5%
12.3%
-13.0%
"
2882,國泰金,110,190,2882_110,1051,"
185
國泰世紀產物保險股份有限公司
(一)主要資訊系統之配置及維護：
1.核心資訊系統部份：
(1)硬體：IBMS822、S924、S922
(2)軟體：AIX、RHEL、DB2、WebSphere、Jboss、ImpervaDAM、備份軟體
(TSM、CommVault)
(3)磁碟機：EMCPowerMax2000、EMCUnity550F、EMCUnity300
(4)主要應用系統為各險承保、理賠、保費、財務、會計、流程與影像系統等
2.x86開放系統部份：
(1)硬體：DELLR750、HPDL380、IBMX3650M4
(2)軟體：WindowsServer、RHEL、Jboss、微軟SQLServer、IBMDB2
(3)磁碟機：EMCUnity550F、EMCUnity300、SynologyUC3200
(4)主要應用系統有核心系統、行動保險APP、數位服務平台、網路投保、
RPA流程機器人，以及銀行與保代公司通路間之B2B資料交換功能
(二)未來開發或購置計畫：
1.流程機器人自動化規劃導入
2.數位轉型微服務平台規劃建置
3.人工智慧影像辨識應用規劃建置
4.區塊鏈應用規劃建置
5.集團青埔機房暨網路建置案
6.資料庫軌跡記錄系統升級案
7.智能後勤服務平台規劃建置
8.國際會計準則IFRS17解決方案導入
9.資訊安全：資安治理成熟度顧問服務導入
(三)緊急備援與安全防護措施：
1.IBMRS/6000主機系統導入虛擬機自動搬移功能(LPM)，並已建立異地備
援機制，以達到營運與服務不中斷。
2.利用伺服器虛擬化技術，可在主機發生問題時進行快速遷移；另將重要伺
服器於異地機房開啟備援伺服器，並與主設備資料同步。
3.建置有防火牆、弱點掃描、入侵防禦、網路應用程式防火牆(WAF)、SSL
VPN系統及資訊安全訊息平台(SIEM)，並搭配防毒軟體防範病毒、木馬等
惡意軟體入侵。
4.建置閘道型資料外洩防護機制(NDLP)與VES檔案控管，降低個資外洩的風
險。
5.安全程式開發流程管理、源碼檢測、滲透測試、弱點掃描，強化系統安全。
6.郵件、閘道、端點APT防護機制建置，避免惡意程式入侵公司電腦。
7.持續實施ISO27001資訊安全管理系統驗證以提升資訊安全。
8.DDOS防護導入，以防外部惡意攻擊。
9.行動裝置管控(MDM)及行動應用程式管理(MAM)，強化行動裝置管理。
10.定期做PCIDSS查核作業，以確保線上交易資訊安全。

"
2882,國泰金,110,200,2882_110,1325,"
195
契約性質
當事人
契約
起訖日期
主要內容
限制
條款
軟體建置
合約
新加坡商康訊聯
軟件服務有限公
司台灣分公司
110/07/06~智能語音自動外撥系統建置
(驗收後保固一年)
台灣出門問問
股份有限公司
110/08/01~智能語音應用系統授權及建置承攬契約
書(驗收後保固一年)
軟體授權
合約
安侯企業管理
股份有限公司
110/01/01~
111/12/31
UiPathRPA軟體租賃授權
全景軟體
股份有限公司
110/01/01~
110/12/31
憑證安控平台維護
國泰證券投資信託股份有限公司
契約
性質
當事人
契約
起訖日期
主要內容
限制
條款
基金
信託
契約
華南商業銀行(股)
83/3/9~
國泰小龍基金
無
台北富邦商業銀行(股)
89/6/23~
國泰國泰基金
台北富邦商業銀行(股)
89/8/7~
國泰台灣貨幣市場基金
台北富邦商業銀行(股)
90/1/10~
國泰中小成長基金
彰化商業銀行(股)
91/1/31~
國泰大中華基金
台北富邦商業銀行(股)
91/7/18~
國泰科技生化基金
台北富邦商業銀行(股)
94/12/15~國泰全球積極組合基金
永豐商業銀行(股)
95/12/27~國泰全球基礎建設基金
兆豐國際商業銀行(股)
98/11/30~國泰中港台基金
中國信託商業銀行(股)
99/5/6~
國泰豐益債券組合基金
台灣銀行(股)
99/8/19~
國泰新興市場基金
台北富邦商業銀行(股)
99/12/20~國泰全球資源基金
玉山商業銀行(股)
100/6/23~國泰中國內需增長基金
玉山商業銀行(股)
100/9/9~
國泰新興高收益債券基金
華南商業銀行(股)
101/4/30~國泰中國新興戰略基金
玉山商業銀行(股)
102/12/3~國泰中國傘型基金-人民幣貨幣市場基金
中國信託商業銀行(股)
102/12/3~國泰中國傘型基金-中國新興債券基金
上海商業銀行(股)
103/8/6~
國泰收益傘型基金-全球多重收益平衡基金
華南商業銀行(股)
103/12/18~國泰亞洲成長基金
玉山商業銀行(股)
105/3/8~
國泰富時中國A50單日正向2倍基金
玉山商業銀行(股)
105/3/8~
國泰富時中國A50單日反向1倍基金
滙豐(台灣)商業銀行(股)
104/3/20~國泰富時中國A50證券投資信託基金
玉山商業銀行(股)
104/12/25~國泰亞太入息平衡證券投資信託基金
華南商業銀行(股)
105/4/25~國泰日經225基金
華南商業銀行(股)
105/8/4~
國泰全球高股息基金
玉山商業銀行(股)
105/7/1~
國泰臺灣加權指數單日正向2倍基金
玉山商業銀行(股)
105/7/1~
國泰臺灣加權指數單日反向1倍基金
台新國際商業銀行(股)
105/10/3~國泰道瓊工業平均指數基金
台新國際商業銀行(股)
105/10/3~國泰道瓊工業平均指數單日反向1倍基金
玉山商業銀行(股)
106/3/15~智富傘型ETF安鑫組合基金
玉山商業銀行(股)
106/4/6~
國泰彭博巴克萊20年期(以上)美國公債指
數基金
"
2882,國泰金,111,219,2882_111,1024,"
214
2.緊急備援措施
(1)主機部分
使用EMCSRDF及IBMPPRC異地備援解決方案，磁碟機透過光纖高速
度多工分波器及DWDM高速光纖網路，將本地異動資料同步傳至異地
備援中心，以確保異地資料無落差。
(2)開放系統Windows及Linux平台部分
重要之伺服器採用儲域網路(StorageAreaNetwork;SAN)技術進行即時資
料異地備援，使銀行之重要營運不中斷。
(3)網路部分
網路備援針對中心端重要網路設備採用同地備援、雙活或負載平衡方式
配置，並利用具備容錯架構之超高速光纖網路連接主、異地備援中心，
提供兩地穩固的異地備援架構，分行則採用主、備異質線路搭建備援迴
路避免斷線，確保客戶連線品質。
國泰世紀產物保險股份有限公司
(一)主要資訊系統之配置及維護：
1.核心資訊系統部分
(1)硬體：IBMS822/S924/S922主機與EMC高階磁碟機
(2)軟體：AIX、RHEL、IBMDB2、WebSphere、JBoss、ImpervaDAM、備份
軟體(TSM、CommVault)
(3)主要應用系統為各險承保、理賠、保費、財務、會計、流程與影像系統等
2.x86開放系統部分
(1)硬體：IBM、DELL及HPE等多核心伺服器及EMC、Synology等磁碟機
(2)軟體：WindowsServer、RHEL、JBoss、CentOS、MSSQLDB、IBMDB2、
PostgreSQL、備份軟體(TSM、CommVault)
(3)主要應用系統有核心系統、行動保險APP、數位服務平台、網路投保、
RPA流程機器人，以及銀行與保代公司通路間之B2B資料交換功能
(二)未來開發或購置計畫：
1.流程機器人自動化規劃導入
2.數位轉型微服務平台規劃建置
3.人工智慧影像辨識應用規劃建置
4.區塊鏈應用規劃建置
5.集團青埔機房暨網路建置案
6.核心資料庫主機系統升級案
7.資訊系統磁碟擴充案
8.國際會計準則IFRS17解決方案導入
9.Co-browsing遠端共同瀏覽服務導入
10.微軟Microsoft365導入
(三)緊急備援與安全防護措施：
1.IBMRS/6000主機系統導入虛擬機自動搬移功能(LPM)，並已建立異地備
援機制，以達到營運與服務不中斷。
2.利用伺服器虛擬化技術，可在主機發生問題時進行快速遷移；另將重要伺
服器於異地機房開啟備援伺服器，並與主設備資料同步。
"
2882,國泰金,111,230,2882_111,1040,"
225
契約性質
當事人
契約
起訖日期
主要內容
限制
條款
中菲電腦股份有限公司
111/5/1~
112/4/30財管系統維護
華經資訊企業股份有限
公司
111/11/1~
113/10/31
Forcepoint員工上網閘道防禦系統軟體授權
採購合約書
軟硬體
維護合約
全景軟體股份有限公司
110/5/26~
111/5/25
開戶契約暨印鑑管理系統
聯宏科技股份有限公司
110/12/1~
111/11/30硬體加密器維護合約
三商電腦股份有限公司
110/1/1~
111/12/31Oracle軟硬體標準維護
三商電腦股份有限公司
111/1/1~
111/12/31Oracle進階高級維護
台灣國際商業機器股份
有限公司
108/1/1~
112/12/31整合性系統軟硬體技術與維護服務
神坊資訊股份有限公司
111/6/18~
112/12/31
郵件個資防護系統(MailDLP)維護服務合
約書
神坊資訊股份有限公司
110/5/1~
115/4/30網路基礎架構服務契約書
中孚科技股份有限公司
111/7/1~
113/6/30111年網路設備維護合約書
中孚科技股份有限公司
111/6/22~
112/12/31
「證交所Co-location網路設備搬遷案買賣
採購合約」增補契約書
軟體建置
服務合約
繹宇數位科技股份有限
公司
111/8/1~
112/7/31電子帳單暨電子行銷郵件系統維運
硬體設備
採購合約
中菲電腦股份有限公司
109/10/15~
113/5/27電腦設備買賣合約
聚誠國際股份有限公司
111/7/1~
115/1/31
內湖機房網路服務改善專案採購暨維護合
約書
敦陽科技股份有限公司
110/11/1~
115/10/31
敦南機房EOS設備汰換與機房網段分區合
約書
軟體建置
合約
新加坡商康訊聯軟件服
務有限公司台灣分公司
110/7/6~
112/8/23智能語音自動外撥系統建置
台灣出門問問股份有限
公司
110/8/1~
111/12/22智能語音應用系統授權及建置承攬契約書
軟體授權
合約
安侯企業管理股份有限
公司
110/1/1~
111/12/31UiPathRPA軟體租賃授權
全景軟體股份有限公司
111/1/01~
111/12/31憑證安控平台維護
委任合約國泰期貨股份有限公司111/4/01~
112/3/31
提供證券暨期貨國內外財經情勢分析研究
之顧問服務
"
2882,國泰金,109,69,2882_109,947,"64
評估項目
運作情形(註1)
與上市上櫃公司企業
社會責任實務守則
差異情形及原因(註3)
是
否
摘要說明(註2)




道德與法遵
本公司重視公司誠信經營之企業文化，訂定《誠信經營政策暨守
則》、《誠信經營作業程序及行為指南》及《員工行為守則》，要求
同仁執行業務應遵守內部相關規範及禁止不誠信行為，且須以合
法方式參與公共事務，確保相關作為如實依法揭露。為確保同仁
確實遵守，集團進行年度員工行為守則教育訓練，109年完訓率達
100%。
此外，本公司長期關注國內外金融及法令環境變更，嚴格確保各
項業務均符合法令要求。本公司建立系統化循環管理，透過教育
訓練、自行評估及自行查核、法遵風險評估量化機制、法令異動
管理等方式進行管理。而為有效落實對子公司之監理，亦訂定重
要外部法遵事件通報及管理要點，以利董事會及高階經理人迅速
掌握集團法令遵循風險之情形，並即時回應。另為因應全球反洗
錢/反資恐之國際趨勢及國內外監理要求，本公司轄下子公司均採
取「以風險為基礎」之方法持續深化反洗錢/反資恐制度，訂定防
制洗錢及打擊資助恐怖主義管理準則、集團層次風險方法論等機
制，並透過多元強化技術與大數據之應用，提升集團AML/CFT效
能、整合作業流程、提升交易監控效能等，例如：流程自動化
(RPA)、AI人工智慧及大數據應用分析等，同時持續強化子公司間
跨業合作風險管理，如調整跨業監控框架、提升作業品質等，佈
署集團防禦網。


二、公司是否設置推動企業
社會責任專(兼)職單位，
並由董事會授權高階管
理階層處理，及向董事
會報告處理情形？

「國泰金融控股股份有限公司企業永續委員會」依據「國泰金融控股股份有限公司
企業永續守則」第四條規定，訂立「企業永續委員會組織規程」，隸屬於本公司董事
會，設置主任委員一人，由本公司總經理擔任，委員由各子公司總經理擔任，每季
召開一次大會，並每半年一次向董事會呈報本會決議之重要事項及後續執行情形。
本公司設置「企業永續辦公室」，隸屬總經理，以規劃集團永續策略發展。落實執
行成效，各子公司皆設有「CS秘書單位」，於部門執掌中納入企業永續事務，並依
任務性質分別成立「責任投資」、「永續治理」、「責任商品」、「員工幸福」、
無重大差異
"
2882,國泰金,109,180,2882_109,1190,"175
國泰世紀產物保險股份有限公司
契約性質
當事人
契約
起訖日期
主要內容
限制
條款
再保合約
(國內)
中央再保險公司
82/8/19~火險、單點/巨災、工程險、責任險、水險、
傷害險等再保險合約
再
保
合
約
訂
有
特
殊
除
外
不
保
項
目
或
限
制
條
件

再保合約
(國外)
SWISS
REINSURANCE
COMPANY
82/8/19~單點/巨災、工程險、水險等再保險合約
TRANSATLANTIC
REINSURANCE
COMPANY
90/1/1~
火險、水險、工程險、責任險等再保險合
約
TOAREINSRUANCE
COMPANY
90/1/1~
巨災、工程險、責任險、傷害險等再保險
合約
EVEREST
REINSURANCE
COMPANY
90/1/1~
單點/巨災、工程險、責任險、傷害險等再
保險合約
KOREAN
REINSURANCE
COMPANY
91/1/1~
火險、單點/巨災、責任險、水險、工程險、
傷害險等再保險合約
國泰綜合證券股份有限公司
契約性質
當事人
契約
起訖日期
主要內容
限制
條款
軟體維護
合約
大州數位股份有限公司107/11/09~
110/11/08
證券經紀業務、自營業務(證、期、權)應用
系統
無
移通數碼科技股份有限
公司
108/09/01~
110/08/31Speedy系統年度維運合約
嘉實資訊股份有限公司109/01/01~
109/12/31台股WEB單系統維護合約書
嘉實資訊股份有限公司109/01/01~
109/12/31資訊授權合約書
凱衛資訊股份有限公司109/01/01~
109/12/31HTSASP應用軟體系統維護合約
三竹資訊股份有限公司109/01/01~
109/12/31三竹行動股市應用系統維運合約
全曜財經資訊股份有限
公司
109/01/01~
109/12/31
Cmoney系統資訊授權合約
雲端控股系統資訊授權合約
精誠資訊股份有限公司109/01/01~
109/12/31台股樹精靈行動資訊傳輸暨維護合約
軟體建置
服務合約
繹宇數位科技股份有限
公司
108/08/01~
109/07/31
BillHunter/MailHunterUltimate
電子帳單暨電子行銷郵件系統
博暉科技股份有限公司106/8/17~
108/7/10
全權委託帳務管理系統
(保固至109/7/9)
軟體授權
合約
安侯企業管理股份有限
公司
109/1/1~
109/12/31UiPathRPA軟體租賃授權合約
軟硬體
建置合約全景軟體股份有限公司106/01/20~
110/5/25
開戶契約暨印鑑管理系統
硬體設備
採購合約中菲電腦股份有限公司109/10/15~電腦設備買賣合約
(驗收後保固一年)


"
2883,開發金,111,172,2883_111,720,"－SWIFTISO20022訊息標準導入專案
－投保無紙化
－基礎設施汰換及擴充
－DWDM網路架構更新
－資訊資產自動化管理平台建置
－機房監視及出入管理系統更新
－整合監控儀表平台建置
－新行銀異地備援架構優化
－網路流量分析系統建置
－自動化維運管理系統建置
4.凱基證券
－微軟M365建置專案(Teams、SharePoint、OutLook、OneDrive、Intune)
－業務員工作台專案
－資訊服務監控中心暨服務管理系統建置
－RPA(RoboticProcessAutomation)流程自動化機器人
－內部系統革新與行動化專案執行(新電子收發文系統、Workday新人資系統第一階
段、SapConcur新費用系統、新電子公文系統)
－證券T+0應收在途交割款借款
－視訊電子簽章(伽利略)專案
－子公司新官網(香港子公司及凱基保險經紀人股份有限公司)
－新加坡子資訊系統
－凱基投信首檔股票型ETF(ExchangeTradedFunds)前中後台系統及周邊API
－數位分公司
－泛自營交易系統提升
－資訊技術專利申請
－國際部新一代交易系統
－債券部BLN新商品及新台幣外匯業務系統
－異地備援精實案第二階段及第三階段
－新核心中台計畫規劃
－自動化測試工具導入
－期貨AS400主機汰換
－網路架構區隔
－雲端網站應用防火牆(WebApplicationFirewall，WAF)防護專案
－微軟系統中心配置管理(SystemCenterConfigurationManager，SCCM)軟體派送服務
－無線網路(Wi-Fi)服務建置案
－虛擬機器(VirtualMachine，VM)主機虛擬化
165
"
2883,開發金,108,174,2883_108,504,"4.中華開發資本
–主要資訊系統依功能劃分包括投資管理系統、外籌基金管理系統(eFront)、投資
業務流程系統,及財會系統(總帳、預算、帳外調整)、辦公室自動化系統等業務
支援系統。
(二)未來開發或購置計畫
配合公司整體營運發展及相關法規要求,109年度重要資訊系統開發建置計畫包括:
1.開發金控
–電子郵件平台轉換專案
–骨幹網路更新專案
–辦公室自動化系統汰換專案
2.中國人壽
-iAgent優化
一智能核保模型
–AI智能研發
–理賠診斷證明書及收據影像識別
–保單數位化流程系統(PDPS)與流程平台
3.凱基銀行
–金融市場新系統專案
–新信用卡系統專案
–基金、債券、ETF系統專案
–RPA功能提昇專案
–新行動銀行建置專案
區塊鏈函證專案
–活動管理系統(CMS)專案
–電子郵件平台轉換專案
–骨幹網路更新專案
–系統特權帳號與稽核管理專案
4.凱基證券
–證券逐筆撮合交易制度專案
一智能客服專案
–客群數據蒐集專案
–指單金信託投資管理中台建置專案
一投信新官網和EC平台建置專案
–外期行動APP專案
168"
2883,開發金,108,175,2883_108,875,"–外匯(活存)系統專案
一高頻研發專案
策略交易進化專案
RPA流程機器人導入專案
–電子郵件平台轉換專案
-Windows7EOS專案
5.中華開發資本
–電子郵件平台轉換專案
子公司網路架構調整及資安強化專案
(三)緊急備援與安全防護措施
本公司訂定明確資訊安全管理規範,並建立各項嚴謹內控機制,以確保資訊系統之
正常運作及資料保全。
–營運資訊機房建置異地備援中心,並定期進行資訊系統災難復原演練。另為確
保資訊中心營運環境的穩定,針對機電設施與核心網路設備建置不停機的備援
架構,定期實施測試演練;各主要系統均依其資料保存特性,訂定不同的系統
備存政策與備份週期,定期作資料復原演練。同時依據業務系統重要性建置不
同等級的災變復原措施,包括同地備援、異地備援、同步備援等。
因應「個人資料保護法」施行,已設置個人資料保護核心小組,負責評估、規劃及
執行個人資料保護管理制度相關作業。證券子公司並於103年通過BS10012PIMS
個人資訊管理系統(PersonalInformationManagementSystem)認證。
一本公司資訊安全治理架構係參照ISO27001為範本,其中壽險子公司於104年取
得ISO27001認證,並於107年重新驗證、證券子公司亦於105取得認證,完成
管理制度及流程調整,並於108年重新驗證;金控及商銀子公司已於108年12
月通過ISO27001:2013資訊安全管理系統(ISMS)驗證。
為提升資訊安全治理,於2019年1月成立本公司資安專責單位「資訊安全處」,
負責全金控資訊安全治理、規劃、督導及推動執行,並定期向董事會報告資安
治理概況,以建構全方位的資安防禦能力及提升同仁的資訊安全意識。
為降低本公司遭遇突發緊急危難或異常事故所可能造成資訊作業中斷之衝擊,
本公司於2019年委由專業顧問公司協助進行資訊安全評估及實務演練,並經由
演練的方式來驗證所規劃相關應變策略與處理計畫的有效性,以確保資訊作業
持續運作。
169"
